ID,text,lang
hasoc_en_599,House Intel Committee Drops WH Nuke Sure To Send #Trump Into Seizure #TrumpIsATraitor #VoteBlue2020  https://t.co/kFli36hTF9,eng
hasoc_en_600,"@michaelgove you screwed up both the education and the justice system and now you want to replace Vat? . You have no idea the implications of the financial cost, not only on purchases but the whole accounting system. #MichaelGove #dickhead",eng
hasoc_en_601,@_Mansoor_Ali Such a hypocrite and liar you are Mr. Selected PM @ImranKhanPTI.  Why don't you accept you failed miserably in past 10 months? Stop crying about past. Show progress or go home. You could not achieve any of your 2018-2019 set goals.  #imranha,eng
hasoc_en_602,Surgeon Simulator- Bobs Getting His Brain Ripped Out  #fail #surgeonsimulator #surgeon #simulator #gaming #youtube #youtubegaming #murderer #quarkgames #pcgaming #indie #indiegame #LetsPlay #brain #funny #Complete  #epic #brainhealth   https://t.co/jDox2KmVkc,eng
hasoc_en_603,Hear @icecube Take Aim at @realDonaldTrump on New Song ‘#ArrestThePresident’ https://t.co/dbw0wvzaTe via @RollingStone #FuckTrump,eng
hasoc_en_604,i screamed into the void listening to Maddow this morning and the clips of that asshat saying he would gladly take foreign help. like we don't already know. so yeah. i'm fucking angry too. we're all angry. and we fucking should be.     #FuckTrump https://t.co/R4bfOiEHws,eng
hasoc_en_605,"@pam_brundige @hiphoplaflare96 @DRBrownoff @TimBurns88 @gretagarbled @JudithLOsborne @HarryWho142 @NoFascismMarch @suzsarg @PbbResists @famdocparker1 @arcanegoat @irwin_vet @UUntrump @nlfisker @BecPonder @janahayden48 @WendyTSRQ Thanks Pam! Following all,",eng
hasoc_en_606,The notion that doctors are equivalent to God had hurt us(#Doctors) the most till now.people and media should avoid such notion #standwithNRS #DoctorsFightBack #DoctorsUnderOppression,eng
hasoc_en_607,@realDonaldTrump HA HA HA HA cos the US knows no violence!!!! 😂😂😂😂🤣🤣🤣🤣 Fix ur own problems first. #dickhead,eng
hasoc_en_608,"For the first time a potential leader that I actually believe in, @RoryStewartUK come across honest and truthful. We need this gentleman as our PM #Leadersdebate #teamrory #BorisJohnsonShouldNotBePM",eng
hasoc_en_609,"@realDonaldTrump CMON DON, THE TRUMPERRHOIDS HAVE TO GO TO WORK...SQUEEZE OUT A COUPLE FOR US    TRUMPERRHOIDS NEED THEIR DAILY LOAD FROM THE BIG TWEET SQUATTER  #REALDONALDTRUMP #FUCKTRUMP #TRUMP2020 https://t.co/OgsQYU5iIx",eng
hasoc_en_610,"@englandcricket @chriswoakes I think icc full supporting to England to go semi finals and win the World Cup, because no rain in England match's     You can do anything but England is not going to win World Cup 🙉🙉    #ShameOnICC",eng
hasoc_en_611,@Nidhi @ShekharGupta Military is not a #brand madam of which #Dhoni is becoming an #ambassador.  So try to think before saying.  Thankyou.  #DhoniKeepTheGlove   #CabinetAnnouncement2019 #Brands #Dhoom4 #DhoniKeSaathDesh @BCCI @ICC @msdhoni @imVkohli #AirF,eng
hasoc_en_612,@timesofindia Mamta is doing wrong. But where was IMA when there were incidents of Dr. assaults in different states? Here is a list: #DoctorsFightBack #DoctorsStrike #DoctorStrike #DoctorsProtest     https://t.co/lnPeICZWM6,eng
hasoc_en_613,@IndiaToday #DoctorsFightBack  #DidiDividesIndia    No Wonder Junior Doctors &amp,eng
hasoc_en_614,How many overalls are TOO many overalls? Oh #LIMITLESS you say? Limitless amounts of overalls?!  Cool. I’ll take ‘em. #overalls #summeruniform And just for the hell of it: still: #fucktrump https://t.co/hiaLslNaeI,eng
hasoc_en_615,"Geez, are we making up excuses to attack Iran?  A war would raise Trumps approval ratings just in time for the 2020 election. #FuckTrump",eng
hasoc_en_616,Look @ d sun ☀ shine during #ENGvsWI  Match. It's a total conspiracy against all other team.  #England choose their venue where #Rain chances r Zero. How come eng never faced Rain?  CBI shud intervene n investigate against #ICCCricketWorldCup2019  #ShameOnICC https://t.co/4FNqPsapwB,eng
hasoc_en_617,#ShameOnICC     1. ICC on Dhoni's gloves                   Vs  2. ICC planning the World Cup    Agree-#Retweet    #CWC19 #NBAFinals #FridayMotivation #INDvNZ     @ImBhupenSingh19 @BCCI @ICC @cricketworldcup https://t.co/4TPahkCr1s,eng
hasoc_en_618,Many people are saying that there’s no secret deal with Mexico. WRONG! Another fake news story. I have the proof right here.  #Resist #fucktrump https://t.co/cK29y7D3Tj,eng
hasoc_en_619,I can never make it more than 10 minutes into #GhostAdventures before #douchebag levels peak and my eyes roll out of my head.   How are there so many seasons of this horseshit? 👻🙄,eng
hasoc_en_620,"Who are you?  OUTSIDER.  Who are we?   OUTSIDER.  Who are they?  OUTSIDER.    Outsiders, Outsiders, Outsiders........O@&amp",eng
hasoc_en_621,"@GOP @realDonaldTrump #BreakingNews #HappeningNow #acrossthecountry:    While some are using Trump's 73rd birthday to celebrate John McCain, #mostAmericans are hoping the #WorstPresidentEver celebrates next year with a #cupcake on his #federalprison #cafe",eng
hasoc_en_622,"More power to you , Bengaluru doctors , for standing in solidarity with your fellow brethren in West Bengal! 👍  #DoctorsFightBack https://t.co/EVAs20sreY",eng
hasoc_en_623,@GOP @realDonaldTrump Look how many medals John McCain got for serving our country. Trump didn't get any because he's a #DraftDodge.   #JohnMcCainDayJune14   #JohnMcCainDay   #TrumpIsATraitor https://t.co/JcUI4wc9lC,eng
hasoc_en_624,AMERICA NEEDS A NEW PRESIDENT ASAP. TRUMP IS A TRAITOR. WILL ONLY GET WORSE! @realdonaldtrump go off and die like an old diseased riddled dog you ARE YOU ABSOLUTE POS #ImpeachTrumpNow #trumpisatraitor #trumpisadisgrace,eng
hasoc_en_625,@GOP Happy #JohnMcCainDayJune14   #FuckTrump,eng
hasoc_en_626,#JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay #JohnMcCainDay    Finally ....  #FuckTrump,eng
hasoc_en_627,Hail in the clown king #BorisJohnsonShouldNotBePM #Hatefield https://t.co/8LzXd2UYO1 https://t.co/F6CiqYBbXj,eng
hasoc_en_628,"@realDonaldTrump 🙄🤮🖕🏻Fuck you.  YOU are the reason this bill was delayed for so long, because YOU did not want to give Puerto Rico any more help. #Asshole.  #fucktrump #impeach46 #assbanana",eng
hasoc_en_629,@BetoORourke Hey Beto shut the front door Robert Francis O’Rourke  conMan #DoucheBag,eng
hasoc_en_630,@dhruv_rathee @pbhushan1 Here is the lady in Dehradun running pillar to post for justice. The criminal lawyer stole her cheque book &amp,eng
hasoc_en_631,Lots of support for @realDonaldTrump in downtown Indianapolis. #FuckTrump https://t.co/ZmqljlIu34,eng
hasoc_en_632,"Hilex 8+1 Extension cord with 3.6M Wire, Fuse &amp",eng
hasoc_en_633,"Medical services were hit across the country as the #DoctorsStrike spread across the country including Delhi, Pune, Nagpur, Hyderabad and Bhubaneshwar.     Details here: https://t.co/mZUrQYd4Xr      #SaveBengal #DoctorsFightBack https://t.co/Vz2bxhlcg6",eng
hasoc_en_634,#Classic 🤦🏽‍♂️  Meanwhile back on earth.....  for the love of #likes  #DiCkhead https://t.co/X5IVLJ9v1F,eng
hasoc_en_635,"@realDonaldTrump You don't believe in polls, remember?    #SenileAF #StableGenius #racist #rapist #pervert #treason #Resist #UnstablePresident #25thAmendmentNow",eng
hasoc_en_636,Tommy is spot on I didn't think he had it in him also fuck off curtis #dickhead #LoveIsland,eng
hasoc_en_637,@ICC  why are you insulting our nations pride❓    @msdhoni   #DhoniKeepsTheGlove,eng
hasoc_en_638,@Emmabarnett Yes I care as this speaks to his character.  Just like so many things about him #BorisJohnsonShouldNotBePM,eng
hasoc_en_639,"https://t.co/9kBPJswKMN  Not assuring the security and safety to professionals in the state capital as Chief Minister,  you are losing your core population in the Kolkata metropolitan.   Ruling capabilities are questionable and reminds of Lalu-Rabri era of Bihar. #DoctorsFightBack",eng
hasoc_en_640,#ShameOnICC #INDvPAK  #maukamauka #INDvNZ #CWC19 @StarSportsIndia #CricketKaCrown @BCCI @TheRealPCB #ENGvWI  it's time to remind this epic ad @virendersehwag @cricketaakash @sanjaymanjrekar @tiwarymanoj  @cricbuzz https://t.co/vX2krYzBBn,eng
hasoc_en_641,Chipotle could raise burrito prices to cover cost of Trump's tariffs - 😂😂😂 No Tarrif needed #chipotle. Nice try though. #douchebag  https://t.co/jQ6MU9B1mo,eng
hasoc_en_642,"@MehranMarri @TarekFatah @narendramodi You don't worry Sir, India is playing Cricket with  @BCBtigers and with in next five years we will play with #Balochistan . @narendramodi ji hey na #ModiheythoMumkinhey bas barosa karke shanth rahiye abi tho @AmitSha",eng
hasoc_en_643,"@fawadchaudhry Yes he is going to fought war against the world top teams (we consider this as Mahabarath) , yes we admit that he is in England for playing cricket, this shows his patriotism toward the Indian army.  Is this isn't the huge issue #DhoniKeeps",eng
hasoc_en_644,"@tonywalljourno @SundayStarTimes And for those who have read the article, and those who will, don't think the perversion of #ColinDiamond ends there.    I have a lot more non-public information about him, that is not included in this article. #thief #crim",eng
hasoc_en_645,"India is batting first,so we all have to wait till evening to see if Dhoni wears same gloves with insighnia!! #😙MSD #BalidanBadge   #DhoniKeepsTheGlove",eng
hasoc_en_646,#TrumpLapDog @kayleighmcenany get's owned on @CNN &amp,eng
hasoc_en_647,@shiv_iipm @MamataOfficial Law and order of the state has blown up like anything,eng
hasoc_en_648,@realDonaldTrump @GStephanopoulos @ABC Yeah that will help you. Let's get some More lies on tape.  #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsAMoron   #TrumpIsTheEnemyOfThePeople   #TrumpIsARacist   #TrumpIsAN,eng
hasoc_en_649,The State has no doctors. Doctors have no state.    877 resignations    #DoctorsFightBack #DoctorStrike #DoctorsProtest #India #health #WestBengal #NRSMCH     https://t.co/DLg9a94mEo,eng
hasoc_en_650,@SrBachchan please raise your voice against the same who people who saved you in multiple occasions !!  Doctors their diagnosis and prompt treatment....    #DoctorsFightBack   #NRSMCH #DoctorsProtest   #paribaha,eng
hasoc_en_651,"Here is a question for the #Evil “Judge” in #Alabama, who gave visitation rights to a #Rapist and #Pedophile, allowing him to see his children https://t.co/1wxQ6aAYGh",eng
hasoc_en_652,#fucktrump and fuck all his racist supporters too!! https://t.co/XwtycvxMIT,eng
hasoc_en_653,this is eerily similar to how the Vietnam War started #fucktrump https://t.co/3qn5WDKL9Y,eng
hasoc_en_654,#DoctorsFightBack May be cm @MamataOfficial will start treating patients herself 🤷🏻‍♀️🤔.Shameful of behaviour of people and politicians toward doctor.#standwithNRS #save https://t.co/AHkojEKqWA,eng
hasoc_en_655,"@senatemajldr WE HAVE BEEN WAITING FOR @realDonaldTrump IMPEACHMENT.   YOU'RE A TRAITOR,  TOO.    #FUCKTRUMP #AMERICANSFORIMPEACHMENT https://t.co/FDs4U53nTj",eng
hasoc_en_656,#Pakistan #Islam #Muslim #blessed #RestoreAmnestyIntInIOK  #INDvPAK #ShameOnICC #Sudan    Blessing Your Timeline.. ⛈❤🌸 https://t.co/3pL6hiwazB,eng
hasoc_en_657,Click &amp,eng
hasoc_en_658,"Now, this is #TwitterWorld? IS just #SICKENING ... We don't NEED A #Murderer here in #twitterworld! https://t.co/htnb9Yx5So",eng
hasoc_en_659,What a fucking idiotic thing to do! Threaten proper journalists for supposedly being biased while working for one of the worst disinformation newspapers around! #Dickhead https://t.co/kP77Mv931Z,eng
hasoc_en_660,@BillCosby For all the good women who have wonderful fathers BLOCK THIS #RAPIST @BillCosby,eng
hasoc_en_661,@LeftwardSwing We have our favorites. That said.....  #VoteBlueToSaveAmerica   #TrumpIsTheEnemyOfThePeople   #TrumpIsATraitor   #VoteBlue #ResistanceUnited,eng
hasoc_en_662,What about #DhoniKeepsTheGlove #BalidaanBadge kya Dhoni is match me istemal karengay?#sachinopenagain @StarSportsIndia @IrfanPathan @sachin_rt @SGanguly99 @jatinsapru,eng
hasoc_en_663,@donnabrazile #FuckBiden #FuckTrump     We need a progressive to beat Trump!,eng
hasoc_en_664,@whrjongo55 @LescakSharon Not just a joke in America #TrumpIsATraitor,eng
hasoc_en_665,"#WorldBloodDonorDay is being observed today across the globe to mark the birth anniversary of #KarlLandsteiner.    - 1st celebrated in 2004.  - Slogan for the campaign is 'Safe blood for all'.  - #Rwanda is the host country for #WorldBloodDonorDay2019.    Plz #Retweet🔃It, #ShameOnICC https://t.co/eqiMDEkcuH",eng
hasoc_en_666,@zerohedge Trump trying to take us to another war! #fucktrump #maga #magaidiotsareidiots #FalseFlag #trumpdistractons #trumpsucks,eng
hasoc_en_667,#terroristNationPakistan loses another match haha 😂,eng
hasoc_en_668,#ShameOnICC #INDvPAK #PAKvIND   Let's hope the Rain doesn't spoil this. https://t.co/yTgnDPFTJG,eng
hasoc_en_669,"This is first time, instead of coming to help, an elected Govt is threatening Drs.  Getting killed by mob shouldn't be occupational Hazard for Drs. #SaveBengal  #Savethedoctors #DoctorsFightBack #DoctorsProtest Workplace #safety is a must for all occupations.",eng
hasoc_en_670,We stand with dhoni infact India stand with him. #DhoniKeepsTheGlove https://t.co/Z96nNKVYxS,eng
hasoc_en_671,"#Trump #TrumpIsATraitor #ImpeachTrumpNow ⁦@realDonaldTrump⁩  #TrumpLiesMatter #TrumpLies #TrumpIran     As Trump Accuses Iran, He Has One Problem: His Own Credibility - The New York Times https://t.co/iMc0vDpJNI",eng
hasoc_en_672,"@AlbertBreer If there are no playoffs, due to age, what is the harm? #douchebag",eng
hasoc_en_673,@RepStevenSmith Is #Douchebag a @GOP term?  Because so many of  you are.,eng
hasoc_en_674,"Most relevant cartoon of the year !    #rapist #bishop Bishop Franco Mullackal, #kerala https://t.co/8B0DlUtsRr",eng
hasoc_en_675,@POTUS Happy #JohhMcCainDay! #TrumpIsATraitor,eng
hasoc_en_676,@realDonaldTrump Oh no!! Who will you find to lie for you so effortlessly? Will the new person do their job for which they’re paid and hold press briefings more than twice a year? #TrumpLies #TrumpsWorseThanNixon #DesperateDonald #FuckTrump #ByeFelicia,eng
hasoc_en_677,Just a daily reminder to @realDonaldTrump  that he is a National Disgrace.     #TraitorTrump   #TrumpIsADisgrace   #TrumpIsATraitor https://t.co/O09IV9NZGf,eng
hasoc_en_678,ICC or I See See OR I don't see #CWC19 #ShameOnICC what an awesome way of spoiling such an important tournament! you rock!,eng
hasoc_en_679,"@BrianKolfage @realDonaldTrump did you mean *too* instead of *to*?..  C'mon Mister America, do you not know the difference between *too and *to?  #fucktrump  #fuckyocouch",eng
hasoc_en_680,Dirty city.Dengue.  Child dies in hospital.  Let's hit doctors.  Dirty air.   Asthma.  Patient dies in hospital   Let's hit doctors.  We r those who will never question Municipality !   Let's hit doctors  #doctors_against_assualt  #DoctorsFightBack,eng
hasoc_en_681,"Boris Johnson is really liked by some people but REALLY despised by many more. If he becomes prime minister (due to the fantasies of 100,000 old white men) then the government will fall and the UK thrown into chaos     #bbcqt    #BorisJohnsonShouldNotBePM https://t.co/bLF4ai8mqo",eng
hasoc_en_682,This number goes up EVERYDAY and the Dems still refuse to do anything about it. #trump #TrumpIsATraitor #GOP #MAGA @realDonaldTrump @HouseDemocrats https://t.co/p071jnyaYF,eng
hasoc_en_683,"#NewIndia में कमजोर @BCCI मंजुर नहीं. @narendramodi  sir, please do something ??? It’s matter of Indian pride #BalidaanBadge #DhoniKeepsTheGlove @PMOIndia @GautamGambhir @AmitShah @KirenRijiju",eng
hasoc_en_684,Can doctors go on strike after their working hours ? Little children &amp,eng
hasoc_en_685,@TrueFactsStated When are we ready to admit we done with tolerating @realDonaldTrump #fucktrump,eng
hasoc_en_686,"#DoctorsFightBack  #17JuneKabirBhandara  👇👇👇  World's Biggest Bhandara a massive blood donation drive pledges of whole body donation,Dowry free &amp",eng
hasoc_en_687,@realDonaldTrump A REAL #Potus44 who worked for ALL Americans.    #FuckTrump https://t.co/Ebm89yplCx,eng
hasoc_en_688,Erin Burnett calls out Fox News for baseless Biden claim #Resist #ResistTrump #FuckTrump https://t.co/O7az8ZdOPK,eng
hasoc_en_689,Opinion: Kavanaugh wants us to know he's won #Resist #ResistTrump #FuckTrump https://t.co/wkluYVuSGT,eng
hasoc_en_690,"It's becoming increasingly difficult to live, live healthily in #WestBengal #DoctorsFightBack #DoctorsStrike #SaveBengal https://t.co/rb6q3pRfVi",eng
hasoc_en_691,@tariqnasheed @GeneralNikkiX Hey wypipo here’s another one of yours you let loose #Sheriff #Louisiana #childmolester #rapist #blacktwitter https://t.co/m5giWDY5V5,eng
hasoc_en_692,#ShameOnICC Please give some rain to Chennai....,eng
hasoc_en_693,@christopherhope If you see a Conservative Party leadership candidate fitting this description... #BorisJohnsonShouldNotBePM #PutRoryThrough https://t.co/bKYBxaXhPm,eng
hasoc_en_694,I bought like 10 things from this store just bc of the shirt alone 👌🏻 #fucktrump https://t.co/Zhwhp0LLcb,eng
hasoc_en_695,If you yhink about it cricket is run by indian ppl's money and ECB is wasting it #ShameOnICC,eng
hasoc_en_696,"If we all cough would you leave the office, said George Stephanopoulos.  #Trump30Hours #ImpeachTrumpNow #TrumpIsATraitor",eng
hasoc_en_697,#TraitorTrump Thanks Mitch #TraitorMcConnell For Covering Up His Russia Crimes   #TrumpIsATraitor  https://t.co/djz8zEhBeR,eng
hasoc_en_698,And my semi functional one is dying of loneliness  #BorisJohnsonShouldNotBePM #GTTO https://t.co/anTAUP0E81,eng
hasoc_en_699,@WalshFreedom @Christi46119463 I’m not surprised!  Maybe he doesn’t want to stick his foot in his mouth like a trump did!  #FUCKTRUMP #Fucktreason #Fuckbarr,eng
hasoc_en_700,".@AfridaRahmanAli to V Srivatsa, Sr Journalist: The statement, ICC has issued, talks about how reserved days couldn’t have been made because this would make the tournament very long. Is that an argument we should accept? #ShameOnICC https://t.co/2ufUCWeQSY",eng
hasoc_en_701,Hey #doctors_against_assualt and #IMAFraud and @BJP4India @MukulR_Official @me_locket @KailashOnline @drharshvardhan @MoHFW_INDIA  👇for partisan and divisive guys like you https://t.co/Zvyr9oon31,eng
hasoc_en_702,Come to Bengal and speak whatever language you want to.  We have seen what lingual terrorism can do during the Bangladesh Independence war and divisive politics will not work .  পশ্চিমবঙ্গ ভারতের একটি অংশ।     #DoctorStrike #DoctorsFightBack     https://t.co/7PbhTwDUbB,eng
hasoc_en_703,Facebook Lawyer Says Users ‘Have No Expectation of Privacy’ #Resist #ResistTrump #FuckTrump https://t.co/0S6nFLuPzG,eng
hasoc_en_704,That’s why I’m saying give the management to @AmitShah ji he can manage anything #ShameOnICC #INDvPAK #CWC19   For full video click-https://t.co/yna7XKaysV https://t.co/c3M1o8QDsm,eng
hasoc_en_705,My Twitter is tiny so I see the algorithm at work. Tweets about food v politics v tech v LGBT issues are seen by discrete sets of followers that don't necessarily overlap. Maybe I should put #fucktrump #yummyfood #gaystuff #technerd in all my tweets to introduce everyone. 😁 https://t.co/dAC0ePzmmT,eng
hasoc_en_706,@realDonaldTrump OBSTRUCTION!  enter it into the court records.  #JohnMcCainDay #June16th  #FathersDay #HappyFathersDay   #HappyJohnMcCainDay #DonaldJr  #TrumpFascist #TrumpForPrison  #ImpeachTrump #ImpeachDonaldTrumpNOW  #TrumpIsTheEnemyOfThePeople #TheR,eng
hasoc_en_707,Future Doctors for our politicians  #DoctorsFightBack https://t.co/psC2LmxlMw,eng
hasoc_en_708,"@realDonaldTrump Uh trump is BEHIND in EVERY  poll an invited illegal foreign campaign interference on national television. Yes, it's all going exactly to plan. #TrumpIsATraitor",eng
hasoc_en_709,#Retweet This. #MustWatch #Budget2019 #ImranHataoMulkBachao https://t.co/iUn36v0Qtk,eng
hasoc_en_710,@tictoc @MerrillEdge ANTI TRUMP LASER DEFENSE SYSTEM. - A defense perimeter around my property where anyone suspected of being a MAGAT is immediately vaporized with a  high powered laser that leaves nothing behind but red and white MAGAT hat “fur”.  #fuck,eng
hasoc_en_711,Imagine being so suited to being Prime Minister of the United Kingdom that you refuse to be scrutinised.....just think about that for a second...sounds a little crazy doesn’t it...#BorisJohnsonShouldNotBePM,eng
hasoc_en_712,#Trump does a blinding flip-flop on earlier comments ...    “Trump said Friday that “of course” he would go to the #FBI or the attorney general if a foreign power offered him dirt about an opponent”    #LiarInChief   #TrumpisaTraitor   #TrumpIsADisgrace     https://t.co/TIrngBoTqE,eng
hasoc_en_713,"@gumby6111984 Yea, but Hamlin always deserves a good walling.  #DoucheBag    ... &amp",eng
hasoc_en_714,@officialmcafee Suuuuuure ye have. #Dreamer #Rapist #Scumbag,eng
hasoc_en_715,Surprise me...   Union only an afterthought for Johnson.    #borisjohnson #BorisJohnsonShouldNotBePM https://t.co/l6HTuwCx5U,eng
hasoc_en_716,@ICC could thing about the matches...   They should find a different way for cancelled matches...   Because it's not a tri or country cup..  It's a #WorldCup.  #ShameOnICC,eng
hasoc_en_717,@QuancyClayborne Is that a serious question? Bring on the #BurningRingOfFire because #FuckTrump! https://t.co/yoZzRv6GaP,eng
hasoc_en_718,@SNPChris Christopher you really do fancy yourself don’t you 😂 with a chin like that you’re easy pickings 🥊 meant to be a politician as well 🙄 very professional. #douchebag,eng
hasoc_en_719,"Like most Tories, he contradicts himself all the time. He doesn’t give a crap what we think though.   May open the eyes 👀 of *some* wavering #Tory supporters though. Let’s hope so! #ToryLeadershipCandidates #notfittolead #ToryLiar #BorisJohnsonShouldNotBePM https://t.co/rvqEBWHRJN",eng
hasoc_en_720,Remember that time when @realDonaldTrump bragged about sexually assaulting women? #TrumpIsASexualPredator #TrumpIsAMoron #TrumpIsAFraud #TrumpIsATraitor #Trump2020 #Trump2020LandslideBaby #Trump2020LandslideVictory #TrumpRussia #TrumpIsATraitor #Trump https://t.co/ngHg5wJo1N,eng
hasoc_en_721,@BSYBJP sir please take the #IMAJewels #IMAFraud case to @narendramodi and hand it over to CBI plz we are counting on you 😭😭,eng
hasoc_en_722,A billion Cricket fans waited four years to watch how it rains in England .    #ShameOnICC  #shameful @ICC @cricketworldcup @ICCMediaComms @ICCLive https://t.co/NSLzFpx3Ws,eng
hasoc_en_723,@BluGrlRedTwn @maggie51852 @chiniakak @ECMcLaughlin The GOP has been obstructing and stalling any attempt at Immigration Reform for decades. Their idea of real reform is a policy of Whites Only All POC Not Welcome Here. Building the Wall is a waste of tim,eng
hasoc_en_724,#DhoniKeepsTheGlove because Dhoni is a Lt Colonel @ICCMediaComms,eng
hasoc_en_725,@BillCosby OJ SIMPSON AND BILL COSBY TAKING OVER TWITTER!!! ##Rapist #Murderer #mondaythoughts https://t.co/6htKiKxnZI,eng
hasoc_en_726,#doctorsfightback  The asaulting patient party may have hurt  those doctors directly involved in the case. But Mamata has hurt the entire community of doctors and the society by her unmindful response.,eng
hasoc_en_727,Happy #JohnMcCainDay !  #TrumpIsATraitor   #ImpeachTrumpNow https://t.co/woP49B6gvW https://t.co/XH4ycq40sW,eng
hasoc_en_728,"'As a TMC supporter, I am deeply ashamed...': Kolkata Mayor's daughter Shabba Hakim slams Mamata Banerjee alleging inaction and silence over protection of doctors. Read here  #DoctorsFightBack  https://t.co/zX2isBXyOm",eng
hasoc_en_729,"You know what kind of man I find really attractive..? The kind of man who shouts 'Faster' at me on my bike, out of his passenger window as the driver videos me on his handheld mobile phone.     Said no woman ever.    #dickhead #spaceforcycling",eng
hasoc_en_730,@realDonaldTrump An actual presidential poll:    Sliding down a 10 foot razor blade using your balls as brakes 42%    Trump 41%    #MAGA #Trump2020 #poll #dumbasses #fucktrump,eng
hasoc_en_731,The Ordinance provides for constitution of Designated Courts in specified areas.    This Court will be headed by a judge not below the rank of district &amp,eng
hasoc_en_732,@richardmarx I am currently unfollowing anyone who I find follows him. #murderer #sickandtwisted #killer #fuckOJ,eng
hasoc_en_733,Oh look Socialism!  Our farming conglomerates who will reap the majority of these benefits totally desire this upward accumulation of funds that never make it to the people! #idiotTrump #CorruptGOP #snakes #POTUSignoramus https://t.co/feviFLrm8a,eng
hasoc_en_734,.@BorisJohnson is using his column this morning to promise tax cuts for high earners. This would cost £9.6bn.    Never mind spending that on things like:    👉🏾Supporting the 4.5m children in poverty    👉🏾Helping the record number of families using food banks    #BorisJohnsonShouldNotBePM,eng
hasoc_en_735,"#DoctorsFightBack  If you need treatment we need safety, that's only what we are demanding, &amp",eng
hasoc_en_736,@JewdyGold @The_RealOJ32 aren’t you still in jail? #murderer,eng
hasoc_en_737,ur damp cricket parks not only washed out games but also dumped d morale of players n fans across the globe. #ShameOnICC,eng
hasoc_en_738,Cricket World Cup 2019  Follow tillTOSS for more updates.🎤⠀    ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  #tilltoss #fantasysports #fantasyleague #gamechangers #dream #instasport #tilltoss #fantasysports #cricketworldcup2019 #cwc2019 #ShameOnICC #INDvNZ #CWC19 #SharkFin #SLvAUS #SaturdayMotivation⠀ https://t.co/ikUqPW6Gkr,eng
hasoc_en_739,@Stop_Trump20 @mercyg238 Understand that #fuckTrump supporters aren't sane to begin with,eng
hasoc_en_740,@BDUTT also agrees with Chowkidar @MusaNV18 !!!  #DhoniKeepsTheGlove ! https://t.co/cWAkO6qCxe,eng
hasoc_en_741,We don't toil for 5 yrs to get beaten up for no faults. This trend of attacking doctors should stop.#stand_with_NRS #SaveDoctors Don't forget doctors are humans too. The whole fraternity stands united.  #DoctorsFightBack   @tripuramedicalcollege https://t.co/4tubBp1uGQ,eng
hasoc_en_742,#fucktrump seriously.    https://t.co/m2Anb2Kez8,eng
hasoc_en_743,Really @ICC this is your world cup plans. I mean you guys don't even have enough covers to protect the outfield from rains and you are focusing on the gloves of msd... #ShameOnICC,eng
hasoc_en_744,@MMARLONMORAES  Good luck tonight. Please #knockout this arrogant #DOUCHEBAG @HenryCejudo,eng
hasoc_en_745,Feel free brother,eng
hasoc_en_746,Watching now they see us... #fucktrump,eng
hasoc_en_747,Enact strict law to protect doctors against #attacks : @drharshvardhan   https://t.co/RCT7e85jlC  #DoctorsFightBack #DoctorsProtest #DoctorsStrike #DoctorsUnderOppression #Kolkataviolence #westbengalclashes https://t.co/REkLMkaSVe,eng
hasoc_en_748,We should not play #Pakistan on the 16th June 2019.   #Terrorists  #terroristNationPakistan  #KashmirAllOut   #PakVsIndia   #Indvspak,eng
hasoc_en_749,#Texas pastor #StephenBratton who defended proposed bill criminalizing #abortions accused of #molesting teenage relative for years https://t.co/0U2ZAnJYT3 #OfCourse #Rapist #Rape #BecauseWhatBetterWayToHideYourDepravityThanWithHypocrisy,eng
hasoc_en_750,Dear @ICC     #ICCWorldCup2019 at a glance:    Insufficient facilities in hotels for teams (Gym &amp,eng
hasoc_en_751,Piers Morgan is a total weapon and THE most unlikable human.     #SoccerAid #SoccerAid2019 #soccer #PiersMorgan #dickhead,eng
hasoc_en_752,#TheBachelorette    Ok  #LukeP  Needs to go...    Please   Oh  Please     Luke gives   #DoucheBag   A whole new meaning! https://t.co/rCaLnCuxPe,eng
hasoc_en_753,Remember a couple months ago when #Trump 'jokingly' fired @PressSec #SarahHuckabeeSanders for being 'too popular?'    Funny thing about being popular - it doesn't have to equate with being liked.    #TrumpIsATraitor  #TrumpLiesMatter   #ImpeachTrumpNow,eng
hasoc_en_754,"#PAKvINDCall themselves the most developed country in the world.  Call Cricket as the national sport of the country.  Yet can't cover the grounds during rains in the biggest cricket tournament in the world!  What a great choice for #CWC19 venue, London! @ICC      #ShameOnICC",eng
hasoc_en_755,"@Tejasvi_Surya  @DVSBJP,@BSYBJP,@nsitharaman  Nirmala Madam Please check this video and take action tomorrow we all do sucide infront of CID office.If you dont promise our money back.  #TGSFraud   #DreamZGKFrsud  #realestatelife #IMAFraud    https://t.co/",eng
