text,lang,id,polarization,political,racial/ethnic,religious,gender/sexual,other,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
Contested races across county early voting,eng,eng_8cec277cafb320e79bf8ed5632529b9d,0,0,0,0,0,0,0,0,0,0,0,0
Dem bill would hold West Bank settlers accountable for violence Doubt it,eng,eng_b1493ef1e1a5e3109d8a211a28283ee8,0,0,0,0,0,0,0,0,0,0,0,0
Local woman gets a death threat after flying Trump MAGA,eng,eng_a5f34a5db504fc4801152156897b2c4d,0,0,0,0,0,0,0,0,0,0,0,0
"Unmask ChildrenParents rights, energy, and border security.",eng,eng_e64dd63e2617db24911756703daab1e5,0,0,0,0,0,0,0,0,0,0,0,0
All in the Family: Sheriff's Son Is New DPS Officer,eng,eng_4b0f94e8114dea01d392718b9155ffca,0,0,0,0,0,0,0,0,0,0,0,0
"The House passed another 40B military aid package to Ukraine, wheres the money coming from?????",eng,eng_e80c2aecafed1214a46fe717849d4a3f,0,0,0,0,0,0,0,0,0,0,0,0
Republicans weigh expelling Matt Gaetz after booting,eng,eng_843d17145a0ce9d2f24b5edee13bf07f,0,0,0,0,0,0,0,0,0,0,0,0
Find yourself a west bank settler gf,eng,eng_face0db614834c005d03b3f41a56a317,1,1,0,0,1,0,1,1,0,0,0,0
Fascist oligarchs now control the USA,eng,eng_d64ce581999394ad8671158997d519e2,1,1,0,0,0,0,0,1,0,1,0,0
Someone end this lunatic before he starts ethnic cleansing,eng,eng_e1b7927c76815ff63828dbe2843ad332,1,1,1,0,0,0,1,1,0,1,0,0
Hi apartheid state the one and only remaining 1.,eng,eng_8193da8f814c3173b58f21e0c22b12bd,1,1,1,0,0,0,0,1,0,0,1,0
"When I hear things like ""stooge for Russian aggression"" I know who the real stooge is",eng,eng_8e68a7bcc441b11607d43610e9aaa674,1,1,0,0,0,1,1,1,0,0,1,1
Its no coincidence that today because of these progressive policies we now have an open air drug market. Hmmmm,eng,eng_7e428780a79c97c3962859653d5ab4fc,1,1,0,0,0,0,0,1,0,0,0,1
Go to democrats and sabotage democrats.,eng,eng_e5f7bbe9819815896375867f1e16b30c,1,1,0,0,0,0,0,0,0,1,0,0
"Does that cover lies about a stolen election, Gym?",eng,eng_e4ad4dcd3f8aecd9aa574e5d8c931b6c,1,1,0,0,0,0,0,0,0,0,1,1
Apparently the Hamas attack was the weathers fault.,eng,eng_35a04a21a59c23f14cd1487562c8601f,1,1,1,0,0,0,0,1,1,0,0,1
November 3rd was a stolen election,eng,eng_02fdc210c75b2ec254444748b32406bb,1,1,0,0,0,0,0,0,0,1,0,1
Defund the Castleton Police Department DefundThePolice,eng,eng_adb1551027c430f08591f12c666f682a,1,1,0,0,0,0,0,0,0,1,0,0
guerra? que guerra? es una invasion,spa,spa_a030ad2aac1640b3a98391b493ed8fbd,0,0,0,0,0,0,0,0,0,0,0,0
"fake, el personaje es de ascendencia judia",spa,spa_91344d487dc61131938f2d55f945b587,0,0,0,0,0,0,0,0,0,0,0,0
guerra mundial? solo hay paises en guerra no es mundial.,spa,spa_f83d7c4f77374c71d7158c76d2286218,0,0,0,0,0,0,0,0,0,0,0,0
"cierto, porque tenian un presidente decente y el lobby judio era precisamente el perseguido.",spa,spa_5adf74a88b68c5ee6ecd87e001fa9346,0,0,0,0,0,0,0,0,0,0,0,0
normal si tu es un musulman,spa,spa_545374cd79f6fb29be74bfeb70110eb9,0,0,0,0,0,0,0,0,0,0,0,0
la escuela feminista de pintura,spa,spa_4c6ccdc656f725b2cf621cfd216589e3,0,0,0,0,0,0,0,0,0,0,0,0
la cancion que me representa ahora que estoy deportado de los estados unidos.,spa,spa_8fa90720a705f56696662142e5dbeb0a,0,0,0,0,0,0,0,0,0,0,0,0
"claudia es judia, que no manche",spa,spa_fe0ab7d136c6bf3dd599f26046c4e55b,0,0,0,0,0,0,0,0,0,0,0,0
"cualquier guerra es ridicula.
cualquier guerra mundial es mundialmente ridicula.",spa,spa_abe7670e9f89bd111bae37c19861b535,0,0,0,0,0,0,0,0,0,0,0,0
alguien mas ha leido zorra con patatas?,spa,spa_68df635f9c7e1e7b5c23dc34e34cb524,0,0,0,0,0,0,0,0,0,0,0,0
"aypordios que llorera. martinez ares, feminista del ano ya.",spa,spa_c8d2df5438d47454f111ebb59b913dbd,1,1,0,0,1,0,0,1,0,0,1,0
"desde que me entere que ese termino ""toxico algo"" es una invencion evangelica ya no lo uso, cuidado que esconde discursos de odio",spa,spa_10cbf64b67679865c1613ea9ae6b7aa6,1,1,0,1,0,0,1,1,0,0,0,0
cualquier vago se hace pastor evangelico,spa,spa_09640b2f43e678e7bc6b0235e3630ecf,1,0,0,1,0,1,1,1,0,0,0,0
la reina de la corrupcion!,spa,spa_485e691e2c03ff591abc2d15b6ec53a0,1,1,0,0,0,1,0,1,0,0,0,1
a vos? trolita evangelica,spa,spa_4f3bd04235b739571ffd89d201ea23ab,1,0,0,1,0,0,0,1,0,0,0,0
"argentino y judio, bastante castigo de dios tienes tu ya.",spa,spa_c93249fc5ffeec389d061df56ad065f5,1,1,1,1,0,0,1,1,0,0,0,0
tan enfermo estas . indio,spa,spa_69cb5d95af9aa1b27f47f369606c5eb0,1,0,1,0,0,0,1,1,0,0,1,0
judio zionista traidor de cristo sos el anticristo.,spa,spa_41e6c71aed1b1de00fb1489d643120ad,1,1,1,1,0,0,1,1,0,1,0,0
orgulloso de sacarle la conchetumare a un pastor evangelico por meterse en weas que no debia.,spa,spa_1eee8fa1b9a108964a14e7b76ea8d6bb,1,0,0,1,0,0,0,1,1,1,0,0
la zorra al cuidado de las gallinas. pais de mierda.,spa,spa_eb39eaf1ee83e429b4de1e567509e8ac,1,1,0,0,1,1,1,1,1,1,0,0
تو کنگره‌ی ۱۱۵، جلسه گذاشتن که بررسی کنن روسیه چجوری تو انتخابات دخالت کرده بود، جلوی کمیته اطلاعات سنا,fas,fas_136f18773afa57a5a49e44f4d94a5fc8,0,0,0,0,0,0,0,0,0,0,0,0
روایت پناهندگانی که توی بویزی خونه پیدا کردن ( از  نشریه),fas,fas_460edbb025b26bfff97ac79613b64e11,0,0,0,0,0,0,0,0,0,0,0,0
فینسترا داره دربارهٔ اکثریت جدید جمهوری‌خواه‌ها تو مجلس حرف می‌زنه، همون گزارشِ مجله‌ی آیوا نورت‌وست.,fas,fas_4cf6de38d224d8ae45c5aff35b020134,0,0,0,0,0,0,0,0,0,0,0,0
یه زن محلی وقتی پرچم ترامپ و MAGA رو زده بود، تهدید به مرگ شد.,fas,fas_b27d7f136ae8936f54158ba73a697265,0,0,0,0,0,0,0,0,0,0,0,0
کسی هست که بتونه ترامپ رو تو آیووا شکست بده؟,fas,fas_aaae9200e5c0d2d4e07f8f33e725f60d,0,0,0,0,0,0,0,0,0,0,0,0
نه به ماسک برای بچه‌ها؛ آره به حقوق والدین، انرژی، و امنیت مرزها,fas,fas_43dfa404377cc903701aca0164ae211c,0,0,0,0,0,0,0,0,0,0,0,0
همه‌چی در خانواده می‌مونه: پسر کلانتر افسر جدید اداره امنیت شد,fas,fas_253a562dd74a4c05d4ec67871af604ed,0,0,0,0,0,0,0,0,0,0,0,0
مجلس یه بسته کمک نظامی ۴۰ میلیارد دلاری دیگه برای اوکراین تصویب کرد؛ پولش دقیقاً از کجا میاد؟؟؟,fas,fas_721be7754ed96f09e8fe612e59f47812,0,0,0,0,0,0,0,0,0,0,0,0
بعد از اخراج اخیر، جمهوری‌خواهان در فکر اخراج مت گیتس هستند,fas,fas_69adc0fd01f4b8634e9069ea1ef38bed,0,0,0,0,0,0,0,0,0,0,0,0
طبق برنامه، ناتو مسئولیت هماهنگی کمک‌های نظامی غرب به اوکراین رو از آمریکا تحویل گرفته — به گفته‌ی یک منبع، این اقدام برای محافظت از این روند حمایتی در برابر رئیس‌جمهور منتخب آمریکا، دونالد ترامپ، که به ناتو بدبین هست، انجام شده.,fas,fas_a73ada7e9e725a8276694e39975191f7,0,0,0,0,0,0,0,0,0,0,0,0
پس فرستادن کمک نظامی به اوکراین را چه می‌نامید؟,fas,fas_7716865d9581541b0cd1e5f18ff43135,1,1,0,0,0,0,0,0,0,0,1,0
ظاهراً حملهٔ حماس تقصیر هوا بوده!,fas,fas_11430a5d082754eb1387c0502fc06111,1,1,1,0,0,0,0,1,1,0,1,0
یک سال میلادی دیگه، یک نسل‌کشی دیگه، پخش زنده برای سرگرمی شما!  فلسطین، اسرائیل، آمریکا، لبنان، کریسمس، سال نو...,fas,fas_ee3c5ecca752044be7bd539afbfb6665,1,1,1,1,0,0,0,0,0,1,0,1
برو سراغ دموکرات‌ها و خرابشون کن!,fas,fas_068d91521589bdd81441796bed387ccd,1,1,0,0,0,0,1,1,0,0,0,1
اون شامل دروغ‌هایی دربارهٔ تقلب در انتخابات هم می‌شن، جیم؟,fas,fas_64bd1aecf5cb8732a3b58da978cb5ef5,1,1,0,0,0,0,0,1,0,1,0,0
صهیونیسم قلب یهودیت است.,fas,fas_3aa70413b88946d1352c60b92dcb473f,1,1,1,1,0,0,0,1,0,1,0,0
انتخابات سوم نوامبر رو دزدیده بودن!,fas,fas_0e59ada88cde195929bdf63d8deec4d3,1,1,0,0,0,0,0,1,0,0,0,1
فکر می‌کنی اینکه حماس از مردم به عنوان سپر انسانی استفاده می‌کنه، می‌تونه ربطی به این موضوع داشته باشه؟,fas,fas_d72a4101bfc55735359f401d662d5968,1,1,1,0,0,0,1,1,1,1,1,1
به همین دلیله که جمهوری‌خواها دارن سعی می‌کنن حق رأی زنان رو بگیرن!,fas,fas_1f54e6e7a9a8005e0633a65190d6ec71,1,1,0,0,1,0,0,1,0,0,0,1
برو یه دوست‌دختر شهرك‌نشین توی کرانه باختری پیدا کن!,fas,fas_c1303863356c10cf3877bb43e4e4c674,1,1,1,0,1,0,0,0,0,0,0,0
#saynotoalmajiri: touching story of almajiri boy who aspires to become a #governor someday! ##url … @username,hau,hau_d17758a4eb625ed731c59e8019e6f916,0,0,0,0,0,0,0,0,0,0,0,0
#arewahetoo is abused. 👇👇👇 police arrest almajiri teacher over alleged sexual abuse of pupils. #almajirichild #abused #exploited #deprive #childrensday2019 @username ##url ##url,hau,hau_82cd43689c20158e07744e292ae4738b,0,0,0,0,0,0,0,0,0,0,0,0
ba mu harkar yahudawa 😂🤭 ##url,hau,hau_16599354d5d49ba06349755ba8d146f3,0,0,0,0,0,0,0,0,0,0,0,0
gidadawa a sunan wurin ko? ##url,hau,hau_11be170691070c700e4f7c72150eb788,0,0,0,0,0,0,0,0,0,0,0,0
wata yar tiktok tace akwai qaracin tarbiyya a twitter.😅 wahala no de finish 😅😅😅💔,hau,hau_d366fe9c8cdbce80c421101355f147cb,0,0,0,0,0,0,0,0,0,0,0,0
@username nagode kaji wawiya,hau,hau_c99065ec45a5ce54c6e1dc590ff60280,0,0,0,0,0,0,0,0,0,0,0,0
@username na karya da maltina 🤣😂,hau,hau_5d2fe751e94be42f57847a807859cc6a,0,0,0,0,0,0,0,0,0,0,0,0
"We are at times or most of the times religiously stupid, that's just that... Duk wanda yake sin cutar damu sai ya zo da sunan addini. Haka muke tin fil-azal. Mi tatsine ya ce shi malami ne, a karshe ya halakar da yayan arewa. Muhammadu Yusuf ya halakarda dubbai da sunan addini.",hau,hau_5a94ae0d267c776a823556b123ec0dda,0,0,0,0,0,0,0,0,0,0,0,0
@username mata marasa hankali sai tweeting suke yi,hau,hau_6376dda534e0f1e0ea28ba25a2954b9c,0,0,0,0,0,0,0,0,0,0,0,0
@username shegiya yar arniyan buru uba jaka sarka daya wanka biyu dashi yar wahala otundo ##url,hau,hau_f6f77c1033d1f35704fd9fb8a8fa9521,0,0,0,0,0,0,0,0,0,0,0,0
"so,almajiri cannot do his begging again ....issokay ...diarrisgodooo @username : mallam is dat u lookn Normal Hausa @username have to pay for this. jakunan banza yan wahala @username sunfiku kawo titles mah mtswwww Offensive Hausa @username this proves only one thing, that he met the govt. ni i heard his audio then, he was giving excuses that christian's dot interfere with their activities, but izala do, and that a vote for a christian means more peace, rather than dan izala. Normal Hausa true they'll even be calling you kabila ##url Normal Hausa ni wai dama gombe garin arna ne ko kudu ce? #justiceforbillirimuslims Normal Hausa @username go through my post and coming during pre presidential election. i warned my igbo brother not to make mistakes of aiding tinubu to presidency with the obedient movement, i told them tinubu guys in lagos and south west will show them shege . Normal Hausa @username see jamb scorer... ehen. i pass my jamb with flying colors 7years ago. go an read my bio... daqiqin jahili kawai. Offensive Hausa @username : gej = bh"" wanda ya bishi ma kafiri ne .. kuma ubansa ya daki hancin uwasssa",hau,hau_6f3edf2e11aa247772db5311aecf0e79,1,0,1,1,0,0,0,0,0,1,1,0
"Kwankwaso yaba qaunar Zaman lpy da cigaban Kano, haka kace, to metasa yafi ku yawan magoya baya, ya qwace komai awajen ku, yabar ku kuna ta ihu kamar Karnuka.",hau,hau_9b03c7c73bf561ac219043ec0bc5d85f,1,1,0,0,0,0,0,0,1,0,0,0
"In the history of Kano ba’a ta6a yan jagaliya bah irin yan Gandujiyya, munga me akai a inconclusive rai ba’a bakin komai yake ba akan biyan bukatunsu. “Koda tsiya koda tsiya tsiya” “Ranar zabe kada Allah ya kiyaye” wannan kadan daga maganganun da suka fito daga bakin shugaban jamiyyarku ne. Kun dawo da Aminu saboda ayi asarar rayuka da dukiya a garin nan, wannan mummunar manufar taku bazata faru ba bi iznilllahi",hau,hau_1b6f253da0d9286defbfc6672ed12466,1,1,0,0,0,0,0,0,1,1,0,0
"Wlh b wani gara a cikin su, da Iyamuri da Bayareben duk Yan iskan ne yanzu ba da hausawan Ake cutar mu ba",hau,hau_e7c3093375c8bde9a4edc88d36ec04cc,1,0,1,0,0,0,0,1,0,0,0,0
"Wasa wasa fa Minister of Agriculture daqiqine, kamar ma Hayatee ce take gaya masa me ya kamata yayi 😂💀",hau,hau_6276021510f934a5f13cc46eaa743e40,1,1,0,0,0,0,1,0,0,1,0,0
tun da akayi duniya ba asararre kamar talakan arne maisa cross din roba 😢😭 @username,hau,hau_15713944d8ac8089f8093d1e31cea787,1,0,0,1,0,0,0,0,0,1,0,0
Mufa yan Kaduna wani irin kallo ake mana kamar mu ba cikakkun musulmai ba ne you hear comments like kyankyasan inji yan bariki yen yen yen toh idan an isa idan mutum shi keda wuta ko aljanna ya hana mu shiga aljannar ya maka mu wutan. I hate nonsense.,hau,hau_3726f08cc1b901f617c0905f3dd580d3,1,0,1,1,0,0,1,0,0,0,0,0
Shi kuma @ShehuSani ai so yake yayi wa tinubu aiki domin a cigaba da azabtar da yan Nigeria,hau,hau_38bbda2ac102a3d11f5c7435e2a156a3,1,1,0,0,0,0,0,0,1,1,0,0
"Babu yadda xaai mutum ya bar hanyar Allah kuma ya ga yadda yake so dole ya rinƙa haduwa da yan tasha yan uwansa, kinbar gida kin zo wani gari Kin tare taya zaai kema Allah yai miki yadda kike so,",hau,hau_e00b7b93e7a428dad83640cae6578fff,1,0,0,1,1,0,1,0,0,0,0,0
Allah ya kyauta wai sarki da taka mota yana mika gaisuwa wannan san mulki naka ale Aminu dame yayi kama 🤣🤣 @Miniko_jnr @Asad_Mukty @INYAMURI @Tkr__khalifa Kings Wani Rashin Daraja a Gurin AMINU BLACK😅😅😅,hau,hau_cdfae7527863f97503c30fc62219febd,1,1,0,0,0,0,1,0,0,0,0,0
Anurag thakur परिवारवाद  ka hi result hai  🤣🤣🤣,hin,hin_392672ba26606ab4ad98c177b9125b6f,0,0,0,0,0,0,0,0,0,0,0,0
आप  देशद्रोही गद्दार दंगाइयों की पार्टी है,hin,hin_64137247cb5caeccfdfec4901d99b791,1,1,0,0,0,0,0,1,0,1,0,0
जिस मजहब से जानवर भी प्यार की उम्मीद नहीं करता🙄\nपता नहीं कैसे हिंदू लड़किया उनसे प्यार की उम्मीद कर लेती हैं ,hin,hin_b5fd58e272f56318702b13dc82f4b49b,1,0,0,1,0,0,1,1,0,1,0,0
"भारत का सामाजिक, राजनैतिक और आर्थिक बदलाव ब्राह्मणवाद के नाश के बिना संभव ही नहीं है....!!",hin,hin_4e3754a00a6c64328123abe0576b49b2,1,1,1,0,0,0,1,0,0,0,0,0
"आदरणीय मोहदय जी! भगवाकरण नहीं आप ब्राह्मणवाद को बढ़ावा दे रहे हो, जिसमें ओबीसी-एसटी-एससी का कोई स्थान नहीं है।",hin,hin_78a740f2dedcf04405a4cf13043e55bb,1,0,1,1,0,0,1,0,0,0,0,0
"#टुकड़े_टुकड़े_गैंग देश चला रही है \nयही तो अच्छे दिन है #L_bhakto\nचाटो पीली पीली 😛😛😛😛"", ",hin,hin_1e9486a463390cfc6305626e655a021c,1,0,0,1,0,0,0,1,0,1,0,0
लव_जिहाद की घटनाएं लगातार हो रही है।,hin,hin_ab80cbfdd0f7eca04f4c47ac004ebe21,1,0,0,1,0,0,0,1,0,0,0,0
अखिलेश की सरकार परिवारवाद की सरकार।,hin,hin_2f7d8e14bf3200d11fbac36d090bf08b,1,1,0,0,0,0,1,0,0,0,0,0
"जातिवाद + तुष्टिकरण + माफियाराज + गुंडाराज + परिवारवाद + हिन्दुविरोध = सपा""",hin,hin_d12e4735ee1206ce94ee3c00bb29cbcd,1,1,1,0,0,0,1,0,0,0,0,0
लोकतंत्र को सबसे बड़ा खतरा परिवारवाद से है,hin,hin_04914fbebc54d94c61dc7176f8a64da5,1,0,1,0,0,0,1,0,0,0,0,0
"सूरज निकलेगा, कमल खिलेगा।\n\nराष्ट्रवाद जीतेगा, परिवारवाद हारेगा।",hin,hin_0c8fac50754064de6da569d1ef60b494,1,0,1,0,0,0,1,1,0,0,0,0
SP परिवारवाद चलता है इसलिए भष्ट्राचार मे डूबा है ।,hin,hin_2469d0711087c3d27529783490ec8e31,1,1,0,0,0,0,1,0,0,0,0,0
"कल\n\nवोट करेंगे राष्ट्रवाद को और \nचोट करेंगे परिवारवाद को 🚩🚩""",hin,hin_a8c71f9e63de18a540dbb65925d0fb3e,1,0,1,0,0,0,1,1,0,0,0,0
परिवारवाद मिटाना है तो एक बार फिर मोदी जी को लाना है,hin,hin_39f509a551f5f5f5e970991f3581c034,1,1,0,0,0,0,1,0,0,0,0,0
"भ्रष्टाचार और परिवारवाद को जड़ से उखाड़ फेंकना है\nजागो सनातनियों जागो\n#जय_हिंद🙏🙏🇮🇳""",hin,hin_abf3aa6c5fc3999e66c10e0b31997b7e,1,0,1,1,0,0,1,0,0,1,0,0
Bcci का चेयरमैन अमित शाह हैं ये परिवारवाद नहीं है क्या। अन्ध भक्त,hin,hin_b494637e0c1ebf63c5e423ea155caa97,1,1,0,0,0,0,1,0,0,0,0,0
"पश्चिम यूपी की जनता कल एक बार फिर परिवारवाद को नकार कर राष्ट्रवाद पर मोहर लगाने वाली है।\n#UpYoGi_संकल्प"", ",hin,hin_351e1762c6dfaeb00d9a5d0ab7062aa9,1,1,0,0,0,0,1,0,0,0,0,0
"कांग्रेस देश विरोधी देशद्रोही है""",hin,hin_1544124800af2411d7a8a96196b3e79c,1,1,0,0,0,0,1,1,0,0,0,0
"Mulla है देशद्रोही तो होगा ही।"",",hin,hin_7938f37695bd2335e0778153513be7dd,1,0,0,1,0,0,1,1,0,1,0,0
" क्यो रे देशद्रोही दलाल, आंदोलन जीवी कीड़े",hin,hin_ebcdf1dc0c18579d506d35795fec4769,1,0,1,0,0,0,1,1,0,0,0,0
"meno male che li avete rispediti in libia @DaniloToninelli @luigidimaio (l’altro manco lo considero). possiamo mica accollarci pure gli aborti delle africane, vero.
 ah già, ma voi siete quelli buoni che hanno eletto @Roberto_Fico alla camera.
 karma is a bitch.
 #migranti #SeaWatch",ita,ita_3a807efab2d545e4d30c37db760916d8,0,0,0,0,0,0,0,0,0,0,0,0
"Non si è mai visto a memoria d’uomo un popolo migrare verso uno Stato in #recessione.
 I #migranti non vengono qua per 
 🔹Lavorare
 🔹Avere un futuro 
 Ma per sostituirsi agli autoctoni cacciandoli via.
 Scopo❓
 LA DIASPORA DEGLI ITALIANI 
 (Popolo più uniti di quanto crediate)",ita,ita_c8e32ad862d8d6e7d348c7035c8e50c6,0,0,0,0,0,0,0,0,0,0,0,0
"Cedric Herrou, una multa che è una vittoria per il contadino-passeur che aiuta i migranti a frontiera Italia-Francia https://t.co/tpmlPmLT1J",ita,ita_b55bd371ab8a4b7bd61f705366d2c336,0,0,0,0,0,0,0,0,0,0,0,0
"@LNnerviano mussulmani di PD a palazzo Chigi, tagliagolla in Libia, libici in Italia, Italia senza italiani. Pinotti/Gentiloni dimettetevi.",ita,ita_41d9df053ac61e34534d9198b30f869f,0,0,0,0,0,0,0,0,0,0,0,0
Solo i terroni. Per i rom c'e` il lager a via del Riposo https://t.co/S5QFeNge06,ita,ita_38b0ff1f93fa8399468200c4883236af,0,0,0,0,0,0,0,0,0,0,0,0
"milioni di turchi in Germania,Olanda,Austria etc hanno votato a favore dell'islamizzazione appartengono alla terza-quarta generazione",ita,ita_f97e709b71d197b370a15e2d18f7dfa4,0,0,0,0,0,0,0,0,0,0,0,0
"Ecco Guy Verhofstadt (ALDE), nuovo alleato del @Mov5Stelle: è a favore di #Euro, #migranti e #austerità, ed amico d… https://t.co/UdTJO0BO4t",ita,ita_29f4e440d23b0982181e47a0b0dd4918,0,0,0,0,0,0,0,0,0,0,0,0
basata immigrati in Italia basta,ita,ita_5bbb525b049d4c6318c0923364dcef32,0,0,0,0,0,0,0,0,0,0,0,0
"Quelli che davanti alle stragi terroristiche ""condanniamo la violenza in ogni sua forma"" A posto. #jesuisCharlie https://t.co/nybASs9Hda",ita,ita_343ce98efcd08fbfbc2cdc544df83f37,0,0,0,0,0,0,0,0,0,0,0,0
"#daleggere @monzfreelance su Roma, nomadi e integrazione https://t.co/akFOWPKkOM",ita,ita_92b8fd9c654fd86a4cd7f0d964e248ee,0,0,0,0,0,0,0,0,0,0,0,0
Gli stranieri prima sfornano figli a manetta poi cercano sussidi... Per gli italiani nessuno fa niente anzi se sei in difficoltà economica ti tolgono pure i figli...,ita,ita_88de7c8a581bc4b9dcfd38273f3d25c6,1,0,1,0,0,0,0,0,0,0,0,0
Ve lo dico adesso. Meglio morta che califfata. #islam #musulmani https://t.co/hcbpOCM83g,ita,ita_e5f63bb9b828f072571588361859938f,1,0,0,1,0,0,0,0,0,0,0,0
"#dallavostraparte Tutti gli #immigrati, 90% #clandestini, hanno diritto in #Italia tranne noi #italiani mi spiegate dov'è l'errore???",ita,ita_4a89b0604a532477e7cd8e01f0bea8a9,1,0,1,0,0,0,0,0,0,0,0,0
"Se qualcuno di voi mi dimostra che negri, rom, islamici e clandestini sono davvero risorse, GIURO CHE BACIO IL CULO ALLA KYENGE!!!",ita,ita_b4a8957786ee0196412c658032ab9178,1,0,0,1,0,0,0,0,0,0,0,0
"Per i #sinistrati tutto è cultura.La merda #africana, la #MafiaNigeriana e relativi #Stupri, #Spaccio, #Prostituzione,l'#islam con i suoi precetti, #SposeBambine, #Infibulazioni, #DonneVelate...Tutto ciò che è diverso dalla nostra civiltà avanzata, per loro è #Cultura. https://t.co/qAe7gHcbLp",ita,ita_bb8a7ab6b026f488bd6dcc2976463af5,1,0,0,1,0,0,0,0,0,0,0,0
"Niente di più vergognoso!! sfamare e pagare parassiti,sporchi,luridi.ladri,spacciatori,assassini,stupratori,terroristi afri-cani e lasciare e digiuno chi per una vita intera si e fatto in 4 per sfamare questo paese.VERGOGNA!!! https://t.co/JhUIew3R7E",ita,ita_1b1d8106b5dc4c7c288712429bafb946,1,0,0,1,0,0,0,0,0,0,0,0
#agorarai il PD ha fatto entrere una invasione di immigrati che si saperva bene che è quasi impossibile rimpatriare perchè i paesi di origine non li vogliono perchè sanno che sono tutti criminali e dicono teneteveli https://t.co/VV0GvByEih,ita,ita_c98f065bf7abf26e7fc3351f1126274f,1,0,1,0,0,0,0,0,0,0,0,0
"@ellyesse Tanto a te che ti frega...In Svizzera,fuori dalla UE,i migranti clandestini non arrivano.Non devi vivere con un C.I.E. vicino casa,con all'interno 70 risorse,non devi subire il furto di 3 biciclette,e 2 furti in casa.Comodo farsi bella,con il culo degli altri.IPOCRITA...",ita,ita_771464acd1f83b6c155913792f4f3a37,1,0,1,0,0,0,0,0,0,0,0,0
"@PatriziaRametta Altro che #giletgialli dovremo indossare 😠 nessuno fa notare alla signora che i terroristi sono tutti legalizzati, integrati con sussidi, casa, pensioni, e gli illegali, spacciatori e stupratori ? Ue di pace che ha portato la guerra fra popoli !! Infami 😠",ita,ita_87239c4e61a307b10b60ca6a5461043d,1,0,0,1,0,0,0,0,0,0,0,0
"@1Natsu01 Sei semplicemente stupido e obnubilato dalla tua ideologia pro immigrati che difende anche gli immigrati stupratori, in quanto sempre vittime, anche se stupratori, stuprano molto di più, una donna italiana se aggredito è molto probabile sia un immigrato e ciò è assurdo",ita,ita_5b99318a4cb1fba82913738efe019f89,1,0,1,0,0,0,0,0,0,0,0,0
မဘသအရိုးကိုက် တွေ အမျိုး ဘာသာ သာသနာ ဘာညာ တွေ အပေါက် တွေ ပိတ် လို့,mya,mya_d51418c4b846d7d79bf6f40d125290fc,1,1,0,1,0,0,1,0,1,0,0,0
နီပိန်း တွေ အမျိုး ဖျက် နေ ပြီ 🙄 🙄,mya,mya_574ee8814fd9d0b6226d465175c04e8d,1,1,0,0,0,0,1,1,0,0,0,0
အင်တာဗျူး တာ တွေ က လည်း အဲ့လို စောက်တလွဲ မအေဘေး များ ကို မှ ဗျူး ရ လား ဟ,mya,mya_5c56562d7b0c8ffb8f18bf251fdbd40d,1,0,0,0,0,1,0,0,1,1,0,0
ဟီရိသြတ္တပ္ပ တရား ကင်းမဲ့ တဲ့ လုပ်ရပ် ပါ မြန်မြန် ဖမ်း ပြီး အရေးယူ ပေး ပါ အရှက်အကြောက် မ ရှိ လိုက် တာ ရွံ စရာ အရမ်း ကောင်း ပါ တယ် 😣☹️🙁😡,mya,mya_bf8438bf67ff1f3a8f1e59eb8d175c93,1,0,0,0,0,1,0,1,0,1,0,0
နင် တို့ music လောက က လည်း ဖာတန်း ကြီး ကို ဖြစ် လို့ 🤣,mya,mya_3a61e0a940bc305d504f17966a89ef5f,1,0,0,0,0,1,1,0,1,1,0,0
လောင်းကစား အေးဂျင့် ဆို တော့ ဘောမ|po ဆို တာ သိ လိုက် ပါ ပြီ 🤣 🤣,mya,mya_d80ad90a71c58c442c0771253f0ed346,1,0,0,0,0,1,1,1,0,1,0,0
နည်း တောင် နည်း နေ သေး တယ် အဲဒီ ခွေး တစ် ကောင် သေ ပေမဲ့ အဲဒီ ခွေး ကြောင့် ငါ တို့ ပြည်သူ ဘယ်နှ ယောက် တောင် များ ဒုက္ခရောက် ခဲ့ လဲ သိ လို့ လား,mya,mya_d9fabf8a01d5b3ee3880ded4234291ba,1,1,0,0,0,0,1,1,1,0,1,0
သူ့ ဘာ သူ အိမ် ထဲ က နေ ရင်း ၊ ဘာ တော်လှန် ရေး မှ တောင် မ ပါ တဲ့ သူ တွေ နင့် ပထွေး တွေ ပစ် လိုက် လို့ အသက် ဆုံးရှုံး သွား တဲ့ ကလေး တွေ တုန်း က ရော ရုပ်ပေါက် တယ် လို့ မ ခံစား ခဲ့ ရ ဘူး လား 🙂,mya,mya_0acf5210d195b77252e78492a2aa4834,1,1,0,0,0,0,1,1,1,1,1,0
အထက် ဖား အောက် ဖိ လုပ် တတ် ရင် ကျွေး တာ စား ခိုင်း တာ လုပ် ခံ မ ပြော နဲ့ ဆို တဲ့ တိရိစ္ဆာန်မူဝါဒ|po ကို စွဲကိုင် ထား တတ် ရင် ဆရာကြီး လုပ် လို့ ရ တဲ့ စနစ်,mya,mya_a1c6d9f21740253ef65550ba79300e7b,1,1,0,0,0,0,1,0,1,1,0,0
